episode,steps,totalReward,epsilon,completed,died
1,400,2,1.0,False,False
2,400,1,0.9996481481481482,False,False
3,400,1,0.9992962962962963,False,False
4,400,2,0.9989444444444444,False,False
5,400,1,0.9985925925925926,False,False
6,400,1,0.9982407407407408,False,False
7,400,1,0.9978888888888889,False,False
8,400,1,0.997537037037037,False,False
9,400,1,0.9971851851851852,False,False
10,400,1,0.9968333333333333,False,False
11,400,2,0.9964814814814815,False,False
12,400,1,0.9961296296296296,False,False
13,400,1,0.9957777777777778,False,False
14,400,1,0.9954259259259259,False,False
15,400,1,0.9950740740740741,False,False
16,400,2,0.9947222222222222,False,False
17,400,0,0.9943703703703703,False,False
18,400,1,0.9940185185185185,False,False
19,400,1,0.9936666666666667,False,False
20,400,2,0.9933148148148148,False,False
21,400,1,0.9929629629629629,False,False
22,400,1,0.9926111111111111,False,False
23,400,1,0.9922592592592593,False,False
24,400,2,0.9919074074074075,False,False
25,400,2,0.9915555555555555,False,False
26,400,1,0.9912037037037037,False,False
27,400,1,0.9908518518518519,False,False
28,400,1,0.9905,False,False
29,400,2,0.9901481481481481,False,False
30,400,2,0.9897962962962963,False,False
31,400,1,0.9894444444444445,False,False
32,400,2,0.9890925925925926,False,False
33,400,1,0.9887407407407407,False,False
34,400,1,0.9883888888888889,False,False
35,400,2,0.988037037037037,False,False
36,400,2,0.9876851851851852,False,False
37,400,2,0.9873333333333333,False,False
38,400,1,0.9869814814814815,False,False
39,400,0,0.9866296296296296,False,False
40,400,1,0.9862777777777778,False,False
41,400,2,0.9859259259259259,False,False
42,400,2,0.985574074074074,False,False
43,400,2,0.9852222222222222,False,False
44,400,2,0.9848703703703704,False,False
45,400,2,0.9845185185185186,False,False
46,400,2,0.9841666666666666,False,False
47,400,2,0.9838148148148148,False,False
48,400,2,0.983462962962963,False,False
49,400,2,0.9831111111111112,False,False
50,400,1,0.9827592592592592,False,False
51,400,2,0.9824074074074074,False,False
52,400,1,0.9820555555555556,False,False
53,400,1,0.9817037037037037,False,False
54,400,2,0.9813518518518518,False,False
55,400,1,0.981,False,False
56,384,4,0.9806481481481482,True,False
57,400,2,0.9802962962962963,False,False
58,400,2,0.9799444444444444,False,False
59,400,1,0.9795925925925926,False,False
60,400,1,0.9792407407407407,False,False
61,400,2,0.9788888888888889,False,False
62,400,2,0.978537037037037,False,False
63,400,1,0.9781851851851852,False,False
64,400,2,0.9778333333333333,False,False
65,400,1,0.9774814814814815,False,False
66,400,2,0.9771296296296297,False,False
67,400,2,0.9767777777777777,False,False
68,400,2,0.9764259259259259,False,False
69,400,2,0.9760740740740741,False,False
70,400,2,0.9757222222222223,False,False
71,400,2,0.9753703703703703,False,False
72,400,2,0.9750185185185185,False,False
73,400,2,0.9746666666666667,False,False
74,400,1,0.9743148148148149,False,False
75,400,3,0.9739629629629629,False,False
76,400,1,0.9736111111111111,False,False
77,400,1,0.9732592592592593,False,False
78,400,1,0.9729074074074074,False,False
79,400,1,0.9725555555555555,False,False
80,400,2,0.9722037037037037,False,False
81,400,2,0.9718518518518519,False,False
82,400,2,0.9715,False,False
83,400,2,0.9711481481481481,False,False
84,400,1,0.9707962962962963,False,False
85,400,2,0.9704444444444444,False,False
86,400,2,0.9700925925925926,False,False
87,400,2,0.9697407407407408,False,False
88,400,2,0.9693888888888889,False,False
89,400,1,0.969037037037037,False,False
90,400,2,0.9686851851851852,False,False
91,400,1,0.9683333333333334,False,False
92,400,1,0.9679814814814814,False,False
93,400,2,0.9676296296296296,False,False
94,400,2,0.9672777777777778,False,False
95,400,0,0.966925925925926,False,False
96,400,2,0.966574074074074,False,False
97,400,2,0.9662222222222222,False,False
98,400,2,0.9658703703703704,False,False
99,400,2,0.9655185185185186,False,False
100,400,2,0.9651666666666666,False,False
101,400,1,0.9648148148148148,False,False
102,400,1,0.964462962962963,False,False
103,400,2,0.9641111111111111,False,False
104,400,2,0.9637592592592592,False,False
105,400,1,0.9634074074074074,False,False
106,400,1,0.9630555555555556,False,False
107,400,2,0.9627037037037037,False,False
108,400,2,0.9623518518518519,False,False
109,400,2,0.962,False,False
110,400,2,0.9616481481481481,False,False
111,224,4,0.9612962962962963,True,False
112,400,2,0.9609444444444445,False,False
113,400,2,0.9605925925925926,False,False
114,400,2,0.9602407407407407,False,False
115,400,2,0.9598888888888889,False,False
116,400,2,0.9595370370370371,False,False
117,400,2,0.9591851851851851,False,False
118,400,1,0.9588333333333333,False,False
119,400,2,0.9584814814814815,False,False
